(238 173) 4 580 | 11 18 68 73 93 55 54 32 | 
(565 271) 0 56 | 7 82 57 91 71 19 31 7 | 
(426 695) 2 1211 | 68 71 30 97 43 99 82 30 | 
(776 445) 6 391 | 34 17 68 56 79 77 18 4 | 
(200 943) 7 365 | 78 52 63 89 15 63 85 47 | 
(430 8) 5 488 | 17 29 54 3 31 88 41 70 | 
(384 357) 1 1539 | 65 34 84 95 52 62 69 79 | 
(126 984) 3 1442 | 1 4 13 72 77 32 32 87 | 
(308 248) 7 1526 | 29 80 30 17 58 77 81 55 | 
(561 130) 7 527 | 74 35 4 11 25 53 58 7 | 
(81 513) 4 1746 | 70 23 71 73 61 86 22 38 | 
(320 288) 2 562 | 17 51 63 32 26 29 67 45 | 
(241 799) 7 1085 | 15 94 30 39 100 89 7 83 | 
(394 121) 5 931 | 15 38 94 72 5 42 63 4 | 
(507 314) 2 1455 | 10 45 1 13 15 83 39 33 | 
(124 61) 7 1685 | 92 66 67 13 99 10 48 77 | 
(206 804) 6 1394 | 25 88 88 69 43 45 76 74 | 
(837 433) 3 1113 | 95 36 88 75 29 14 12 27 | 
(276 948) 4 888 | 22 52 78 58 27 52 73 44 | 
(706 462) 4 323 | 67 8 2 70 84 38 29 41 | 
(687 878) 2 1944 | 28 22 1 93 1 98 71 36 | 
(407 467) 7 1814 | 21 26 13 86 95 39 48 8 | 
(639 465) 5 58 | 66 46 3 60 97 83 78 89 | 
(949 729) 7 827 | 48 19 51 99 90 83 92 60 | 
(362 403) 5 1977 | 58 2 57 69 69 45 12 72 | 
(190 795) 6 709 | 4 18 21 6 27 85 74 56 | 
(491 298) 6 778 | 34 4 23 60 24 42 47 27 | 
(730 5) 5 127 | 53 59 57 73 80 40 79 37 | 
(231 145) 7 915 | 28 10 43 5 37 70 64 81 | 
(932 494) 6 583 | 4 38 16 70 98 64 90 60 | 
(30 63) 4 1614 | 32 20 91 76 41 37 54 37 | 
(882 918) 3 1829 | 71 62 4 64 19 43 31 89 | 
(532 730) 4 1727 | 24 17 62 12 29 38 15 88 | 
(528 759) 7 1200 | 85 30 46 41 98 63 89 92 | 
(523 854) 5 113 | 93 65 44 47 83 4 77 38 | 
(53 401) 1 1741 | 43 45 17 38 57 81 35 88 | 
(701 3) 1 1205 | 89 19 76 12 81 53 57 33 | 
(507 425) 6 1578 | 75 62 73 76 56 26 62 65 | 
(357 681) 1 1330 | 61 31 24 5 32 93 69 83 | 
(657 440) 1 356 | 93 3 33 55 72 53 44 82 | 
(786 217) 0 409 | 4 57 27 55 49 46 92 65 | 
(149 380) 4 1876 | 4 61 89 52 14 27 55 51 | 
(993 59) 0 1881 | 4 54 86 5 85 39 72 54 | 
(360 169) 4 43 | 76 66 88 15 71 83 90 12 | 
(54 489) 3 5 | 34 22 85 23 94 50 40 22 | 
(842 226) 6 229 | 83 53 11 50 86 57 39 82 | 
(671 390) 4 20 | 67 90 28 79 38 87 42 4 | 
(342 337) 3 944 | 84 28 32 38 56 76 16 22 | 
(53 318) 5 1908 | 83 99 28 2 64 11 4 37 | 
(284 703) 2 303 | 55 54 85 97 52 17 67 96 | 
(170 258) 2 1137 | 36 77 21 32 5 18 2 54 | 
(417 902) 6 707 | 65 60 89 2 42 55 100 66 | 
(200 269) 7 637 | 50 89 66 70 30 95 83 5 | 
(318 618) 7 435 | 3 20 77 9 25 18 51 29 | 
(552 214) 4 531 | 71 100 79 73 71 63 48 22 | 
(371 336) 5 1304 | 63 47 27 15 8 90 71 43 | 
(234 298) 3 1389 | 95 10 84 9 88 37 71 9 | 
(424 170) 0 37 | 99 14 62 98 51 96 61 2 | 
(890 117) 0 240 | 8 9 79 9 87 3 4 21 | 
(695 377) 0 731 | 36 63 30 19 79 22 21 35 | 
(903 618) 4 247 | 27 52 51 48 75 40 80 38 | 
(891 551) 7 1364 | 75 85 56 50 83 43 1 21 | 
(503 588) 3 1575 | 12 98 38 74 63 96 63 15 | 
(838 208) 6 21 | 44 90 83 50 59 100 72 16 | 
(96 316) 7 1156 | 92 58 23 26 79 54 100 100 | 
(240 35) 3 1162 | 44 92 45 99 99 19 20 27 | 
(504 363) 2 1764 | 59 83 4 59 94 44 86 100 | 
(401 233) 4 1155 | 68 89 70 42 77 43 19 96 | 
(927 969) 4 474 | 52 78 7 4 50 78 98 15 | 
(984 296) 3 1526 | 73 55 21 73 77 31 66 85 | 
(106 651) 5 68 | 94 33 99 28 70 69 65 32 | 
(956 131) 4 846 | 5 68 85 47 49 71 31 98 | 
(294 725) 2 1106 | 84 68 21 37 32 76 97 7 | 
(338 637) 3 1150 | 10 43 34 26 23 1 84 3 | 
(266 605) 0 584 | 76 62 93 95 85 10 27 99 | 
(191 367) 4 106 | 90 37 39 9 31 32 27 81 | 
(726 655) 3 590 | 99 17 78 78 34 2 50 89 | 
(71 751) 7 1080 | 65 33 9 70 93 81 45 94 | 
(868 610) 0 937 | 59 18 77 16 39 58 65 97 | 
(876 190) 5 1611 | 27 20 34 99 100 59 26 14 | 
(427 784) 7 1227 | 59 19 96 90 30 33 99 44 | 
(319 563) 5 158 | 86 67 55 95 12 61 22 5 | 
(730 584) 1 1050 | 93 80 13 37 73 55 71 85 | 
(41 767) 4 351 | 50 21 87 41 90 26 65 74 | 
(705 735) 3 1023 | 42 21 38 87 88 98 66 95 | 
(798 928) 6 504 | 34 83 94 41 60 33 48 45 | 
(420 541) 1 417 | 60 33 92 80 15 80 95 36 | 
(888 167) 1 810 | 100 38 42 23 79 18 36 54 | 
(47 832) 7 668 | 80 18 69 95 8 79 19 6 | 
(91 39) 6 1363 | 30 79 70 29 64 95 17 87 | 
(885 669) 4 644 | 14 25 49 82 14 53 82 52 | 
(607 544) 6 1344 | 74 91 8 62 3 69 49 39 | 
(398 870) 1 1044 | 48 13 57 78 50 23 69 52 | 
(791 641) 7 1676 | 24 91 69 33 76 72 30 72 | 
(25 70) 3 1627 | 97 7 35 26 66 91 77 1 | 
(549 758) 1 1292 | 23 22 25 56 44 36 72 52 | 
(871 597) 5 882 | 79 70 94 49 83 50 2 66 | 
(411 825) 6 171 | 75 22 31 6 90 2 70 92 | 
(47 133) 1 1651 | 75 5 93 33 12 56 11 9 | 
(615 397) 3 1509 | 26 62 93 13 93 36 51 86 | 
(517 317) 3 254 | 12 93 18 27 24 97 14 52 | 
(965 688) 3 1467 | 100 5 89 88 98 22 98 73 | 
(734 415) 2 1246 | 25 51 1 50 79 71 63 49 | 
(737 801) 6 147 | 74 47 28 6 10 55 19 40 | 
(723 229) 6 671 | 48 54 30 94 44 81 9 52 | 
(746 228) 3 1720 | 12 34 18 67 2 98 38 22 | 
(544 181) 6 1738 | 15 34 65 15 58 64 18 64 | 
(432 329) 7 1769 | 91 49 2 71 79 76 52 8 | 
(424 696) 2 1390 | 28 34 100 2 66 31 19 69 | 
(362 284) 4 860 | 63 64 86 27 48 93 57 46 | 
(428 765) 6 1632 | 22 66 32 75 57 17 16 59 | 
(367 801) 3 229 | 73 23 10 94 3 69 58 86 | 
(416 799) 7 334 | 75 69 50 19 44 17 18 56 | 
(357 649) 4 912 | 49 29 15 47 37 20 71 29 | 
(877 628) 4 1650 | 45 86 47 84 11 40 16 33 | 
(538 601) 1 1102 | 88 76 84 59 59 33 92 19 | 
(5 214) 4 1735 | 16 53 97 30 97 84 18 26 | 
(851 154) 3 267 | 92 6 2 5 13 81 85 48 | 
(758 708) 7 923 | 34 38 75 67 21 100 78 40 | 
(143 798) 6 1662 | 82 65 22 62 20 76 14 27 | 
(936 43) 0 1821 | 31 44 66 89 14 23 52 41 | 
(79 331) 0 1926 | 87 58 81 90 52 17 57 65 | 
(802 126) 5 766 | 51 54 63 45 75 35 41 19 | 
(26 426) 6 1656 | 20 79 42 23 39 66 83 84 | 
(458 588) 4 1146 | 68 4 4 5 66 22 70 65 | 
(860 425) 0 923 | 4 7 9 19 54 98 20 20 | 
(458 871) 2 200 | 84 63 52 33 93 79 51 98 | 
(103 888) 4 1863 | 5 5 20 99 97 64 41 27 | 
(221 124) 6 1629 | 99 71 41 89 83 30 81 95 | 
(843 514) 3 1838 | 91 77 26 15 95 59 24 96 | 
(824 502) 1 1373 | 72 11 67 53 85 24 79 54 | 
(810 756) 0 577 | 47 43 99 68 52 51 94 12 | 
(99 466) 5 1794 | 70 9 73 30 40 94 10 43 | 
(932 933) 6 1655 | 48 29 93 36 19 7 41 92 | 
(196 228) 0 430 | 11 22 76 3 3 84 92 99 | 
(54 894) 3 1748 | 69 47 89 42 70 64 94 33 | 
(877 646) 3 845 | 79 79 49 21 96 22 64 95 | 
(377 510) 1 1789 | 84 85 96 98 39 95 82 97 | 
(419 428) 5 1884 | 97 28 30 51 40 98 55 16 | 
(450 509) 2 868 | 42 63 43 52 59 11 34 92 | 
(963 415) 6 1804 | 99 75 1 48 85 59 23 7 | 
(678 657) 3 758 | 86 71 88 21 22 55 36 11 | 
(12 20) 2 163 | 27 44 76 51 84 37 89 69 | 
(484 668) 6 35 | 95 32 9 8 20 27 23 84 | 
(376 77) 0 1617 | 68 23 11 54 16 44 55 49 | 
(294 475) 0 330 | 35 58 15 26 10 24 28 84 | 
(119 147) 4 596 | 45 48 96 48 63 77 97 9 | 
(271 226) 4 230 | 75 40 68 50 85 32 29 40 | 
(652 759) 5 494 | 78 47 79 88 98 13 84 48 | 
(129 622) 5 1527 | 38 97 80 20 60 21 60 78 | 
(658 301) 3 243 | 77 56 48 79 99 65 8 100 | 
(345 300) 3 1043 | 65 19 11 87 95 92 96 2 | 
(658 641) 5 1417 | 29 36 94 36 87 24 50 91 | 
(411 285) 6 1966 | 41 74 83 95 42 14 50 27 | 
(538 458) 0 799 | 5 19 76 4 28 91 32 55 | 
(149 497) 1 160 | 86 71 11 50 54 63 23 31 | 
(904 338) 2 441 | 7 66 87 28 71 74 62 57 | 
(449 631) 4 1263 | 80 43 55 84 3 39 90 90 | 
(849 175) 1 580 | 85 99 51 52 72 27 50 98 | 
(164 502) 6 1102 | 12 80 18 2 80 35 77 60 | 
(375 777) 0 331 | 33 86 41 91 66 57 14 18 | 
(275 218) 6 1741 | 73 56 76 40 58 31 44 48 | 
(43 993) 2 754 | 14 40 72 71 91 15 61 16 | 
(269 858) 2 791 | 19 70 88 8 80 81 7 97 | 
(170 780) 5 23 | 54 11 47 55 54 96 51 22 | 
(568 197) 5 382 | 14 74 75 72 13 84 30 56 | 
(853 679) 3 1520 | 37 58 43 96 34 59 23 52 | 
(844 635) 7 638 | 81 68 100 53 13 37 97 18 | 
(857 815) 7 319 | 14 76 88 17 48 95 18 65 | 
(701 663) 0 1132 | 53 47 49 85 82 11 31 53 | 
(791 371) 7 168 | 82 52 85 88 4 62 70 51 | 
(832 775) 4 824 | 27 96 57 7 85 57 50 19 | 
(339 584) 0 1612 | 89 90 63 77 16 74 70 85 | 
(963 830) 1 1922 | 97 29 24 68 12 13 41 16 | 
(693 278) 7 391 | 64 76 66 96 24 5 91 47 | 
(792 686) 7 1178 | 43 6 87 83 73 65 97 36 | 
(58 523) 3 892 | 90 20 74 5 89 40 6 65 | 
(429 321) 3 1757 | 61 8 51 13 34 86 74 17 | 
(298 497) 6 1974 | 96 45 58 31 1 15 95 62 | 
(413 621) 2 288 | 56 38 40 90 23 62 8 44 | 
(41 972) 7 987 | 54 28 56 50 5 92 76 81 | 
(185 929) 2 482 | 20 22 36 23 47 57 72 74 | 
(841 520) 1 1376 | 80 37 93 78 24 21 42 4 | 
(313 123) 5 906 | 62 76 16 15 78 20 96 19 | 
(338 710) 0 1374 | 75 63 50 39 89 25 34 55 | 
(870 769) 7 606 | 22 30 29 69 65 94 42 90 | 
