(43 88) 2 87 | 71 12 90 19 76 61 2 12 | 
(163 108) 6 353 | 21 77 10 99 100 78 61 81 | 
(40 180) 6 170 | 44 88 93 38 98 96 77 5 | 
(2 73) 4 20 | 74 71 76 95 52 19 40 17 | 
(4 58) 2 98 | 81 54 89 15 42 5 38 50 | 
(28 169) 2 100 | 13 30 37 32 1 31 25 24 | 
(94 102) 4 117 | 88 93 60 66 21 89 74 14 | 
(93 129) 7 64 | 63 92 96 89 70 23 60 98 | 
(26 103) 3 199 | 91 90 25 10 52 73 24 4 | 
(148 79) 0 139 | 70 84 66 2 41 46 49 59 | 
(175 185) 1 141 | 8 7 53 98 5 15 1 81 | 
(183 77) 2 82 | 70 27 72 87 19 48 39 54 | 
(144 38) 0 392 | 15 100 99 88 41 12 82 11 | 
(8 30) 1 55 | 49 51 21 69 55 66 80 2 | 
(10 144) 3 173 | 31 30 8 78 73 78 22 57 | 
(71 80) 6 242 | 96 71 13 68 7 95 22 17 | 
(61 144) 4 248 | 74 6 11 89 90 73 68 92 | 
(48 191) 0 98 | 80 38 79 66 69 31 24 70 | 
(68 23) 2 175 | 92 60 65 70 100 3 10 92 | 
(119 128) 7 16 | 80 7 76 16 38 83 26 48 | 
(112 129) 6 185 | 39 38 59 48 93 47 94 99 | 
(49 137) 2 357 | 54 6 26 46 16 25 64 60 | 
(69 145) 1 291 | 94 1 41 1 23 71 12 72 | 
(67 101) 5 55 | 7 68 26 87 41 33 88 65 | 
(16 62) 1 395 | 54 97 65 92 58 11 81 22 | 
(186 196) 5 175 | 55 35 27 17 81 82 94 31 | 
(160 146) 4 233 | 39 37 67 64 70 47 2 61 | 
(27 50) 6 161 | 67 39 49 94 72 91 17 36 | 
(187 99) 3 329 | 25 37 70 9 75 64 70 43 | 
(85 74) 3 284 | 74 98 92 82 24 3 93 81 | 
(8 56) 6 135 | 18 93 72 36 11 82 7 60 | 
(169 66) 2 109 | 31 24 21 62 12 36 78 95 | 
(167 199) 3 101 | 14 56 33 53 24 40 11 71 | 
(122 102) 1 6 | 11 4 22 100 19 56 92 14 | 
(11 147) 0 31 | 6 56 95 72 23 1 55 43 | 
(84 52) 7 150 | 18 78 47 94 14 85 77 88 | 
(14 63) 1 197 | 84 36 5 6 50 87 32 49 | 
(85 13) 3 5 | 48 6 95 57 61 28 80 77 | 
(6 15) 4 2 | 70 10 61 9 26 23 11 71 | 
(103 139) 0 400 | 10 75 9 37 34 87 95 47 | 
(9 93) 4 63 | 27 81 19 86 62 74 79 99 | 
(196 123) 6 326 | 1 99 40 29 92 67 38 63 | 
(44 22) 3 371 | 85 97 91 94 53 99 33 33 | 
(112 33) 0 319 | 52 51 88 84 69 39 86 25 | 
(138 9) 7 327 | 58 51 4 68 85 81 9 2 | 
(138 16) 2 67 | 26 78 25 32 86 79 54 88 | 
(69 142) 5 24 | 59 95 81 4 82 30 68 94 | 
(106 198) 5 263 | 61 26 97 73 76 25 30 48 | 
(0 51) 1 5 | 3 72 56 26 92 23 86 54 | 
(173 150) 0 272 | 70 41 83 24 5 27 20 23 | 
(57 133) 1 358 | 93 60 70 81 76 46 73 55 | 
(7 146) 2 199 | 3 90 49 16 33 11 25 37 | 
(94 37) 0 53 | 28 14 10 37 40 32 57 6 | 
(184 191) 4 281 | 27 93 17 77 69 53 60 20 | 
(59 144) 4 95 | 35 66 47 76 97 65 19 60 | 
(159 153) 7 254 | 19 54 95 10 73 87 50 41 | 
(181 45) 5 111 | 81 49 7 45 70 97 6 37 | 
(182 35) 4 350 | 100 58 60 23 83 50 66 78 | 
(78 28) 5 66 | 72 77 33 22 39 42 51 39 | 
(75 195) 7 279 | 48 79 91 13 83 16 59 7 | 
(53 7) 7 209 | 26 54 87 57 88 21 56 86 | 
(84 179) 2 83 | 63 99 81 45 91 36 85 60 | 
(176 4) 0 114 | 91 14 58 84 84 51 17 14 | 
(171 171) 1 366 | 7 52 82 38 39 93 68 70 | 
(0 196) 3 153 | 77 58 93 31 85 33 23 67 | 
(113 64) 5 165 | 33 36 34 82 82 45 28 76 | 
(15 26) 3 46 | 92 11 99 100 48 36 52 34 | 
(128 170) 4 281 | 83 38 75 84 24 67 79 85 | 
(84 22) 5 275 | 10 47 96 88 22 76 41 51 | 
(69 77) 2 167 | 79 9 47 11 13 89 8 16 | 
(134 132) 3 2 | 78 8 39 75 58 31 7 100 | 
(136 54) 1 163 | 89 21 37 26 23 54 29 78 | 
(136 66) 3 287 | 15 69 2 57 48 97 30 28 | 
(170 167) 4 225 | 9 39 88 81 1 66 85 80 | 
(28 120) 6 192 | 71 97 32 82 52 46 7 41 | 
(11 188) 5 88 | 96 67 8 13 91 46 11 83 | 
(166 175) 5 361 | 93 34 29 60 39 60 56 42 | 
(56 81) 2 381 | 75 7 55 22 12 55 42 43 | 
(96 53) 6 46 | 97 90 13 93 60 79 47 78 | 
(169 12) 1 360 | 81 73 23 86 17 48 42 92 | 
(32 40) 7 358 | 56 70 82 94 27 38 22 12 | 
(61 164) 6 109 | 40 63 35 7 59 69 13 21 | 
(101 94) 7 27 | 63 12 8 98 12 93 35 6 | 
(159 186) 4 342 | 87 47 18 87 48 93 82 78 | 
(196 48) 6 161 | 74 4 32 82 19 78 81 87 | 
(86 17) 1 214 | 95 21 3 1 55 75 64 28 | 
(75 114) 5 118 | 21 53 20 6 67 38 62 6 | 
(85 49) 5 97 | 27 32 29 4 88 75 5 17 | 
(164 152) 5 354 | 18 41 67 42 91 86 92 79 | 
(16 78) 6 7 | 95 63 19 60 72 36 9 52 | 
(198 22) 4 201 | 35 10 33 32 78 42 97 50 | 
(0 49) 5 256 | 85 20 89 65 98 62 42 26 | 
(192 76) 1 14 | 96 48 92 79 26 94 4 72 | 
(136 196) 3 190 | 5 68 69 100 27 62 71 80 | 
(17 174) 1 328 | 89 91 44 28 30 52 78 93 | 
(94 197) 0 144 | 31 92 99 25 36 29 100 60 | 
(192 101) 3 250 | 75 46 53 46 56 43 1 41 | 
(128 10) 6 100 | 20 78 100 98 97 51 4 1 | 
(20 89) 6 81 | 35 92 20 14 44 52 71 2 | 
(16 163) 6 252 | 43 26 33 97 80 85 2 12 | 
(190 119) 1 76 | 14 59 48 23 12 46 42 42 | 
(166 121) 7 212 | 97 54 30 40 87 92 66 29 | 
(72 85) 2 101 | 60 8 42 62 12 80 33 87 | 
(142 61) 4 45 | 46 42 57 49 19 72 87 8 | 
(120 101) 6 105 | 61 54 45 66 17 40 8 49 | 
(4 164) 4 137 | 38 73 15 34 86 12 74 86 | 
(103 130) 3 166 | 77 52 82 1 66 71 77 12 | 
(41 53) 0 219 | 98 50 17 95 68 44 20 85 | 
(120 23) 5 175 | 22 52 49 45 16 27 7 87 | 
(198 138) 3 142 | 28 68 89 98 83 53 7 85 | 
(143 95) 1 4 | 24 40 23 2 2 22 89 81 | 
(136 47) 7 134 | 89 37 38 87 92 76 9 24 | 
(60 169) 4 376 | 79 62 38 91 92 1 81 14 | 
(142 63) 7 1 | 1 69 71 25 45 41 65 69 | 
